2024-03-01 00:00:00 | BUILD_ID:0 | STATUS:SUCCESS | DURATION:58s
2024-03-01 00:01:00 | BUILD_ID:1 | STATUS:FAIL | CODE:ERROR_PERMISSION_DENIED
2024-03-01 00:02:00 | BUILD_ID:2 | STATUS:SUCCESS | DURATION:1s
2024-03-01 00:03:00 | BUILD_ID:3 | STATUS:SUCCESS | DURATION:33s
2024-03-01 00:04:00 | BUILD_ID:4 | STATUS:SUCCESS | DURATION:59s
2024-03-01 00:05:00 | BUILD_ID:5 | STATUS:SUCCESS | DURATION:40s
2024-03-01 00:06:00 | BUILD_ID:6 | STATUS:FAIL | CODE:ERROR_FILE_NOT_FOUND
2024-03-01 00:07:00 | BUILD_ID:7 | STATUS:SUCCESS | DURATION:28s
2024-03-01 00:08:00 | BUILD_ID:8 | STATUS:SUCCESS | DURATION:38s
2024-03-01 00:09:00 | BUILD_ID:9 | STATUS:FAIL | CODE:ERROR_FILE_NOT_FOUND
2024-03-01 00:10:00 | BUILD_ID:10 | STATUS:SUCCESS | DURATION:7s
2024-03-01 00:11:00 | BUILD_ID:11 | STATUS:SUCCESS | DURATION:60s
2024-03-01 00:12:00 | BUILD_ID:12 | STATUS:SUCCESS | DURATION:41s
2024-03-01 00:13:00 | BUILD_ID:13 | STATUS:FAIL | CODE:ERROR_PERMISSION_DENIED
2024-03-01 00:14:00 | BUILD_ID:14 | STATUS:SUCCESS | DURATION:3s
2024-03-01 00:15:00 | BUILD_ID:15 | STATUS:SUCCESS | DURATION:51s
2024-03-01 00:16:00 | BUILD_ID:16 | STATUS:SUCCESS | DURATION:21s
2024-03-01 00:17:00 | BUILD_ID:17 | STATUS:SUCCESS | DURATION:5s
2024-03-01 00:18:00 | BUILD_ID:18 | STATUS:SUCCESS | DURATION:33s
2024-03-01 00:19:00 | BUILD_ID:19 | STATUS:FAIL | CODE:ERROR_FILE_NOT_FOUND
2024-03-01 00:20:00 | BUILD_ID:20 | STATUS:FAIL | CODE:ERROR_PERMISSION_DENIED
2024-03-01 00:21:00 | BUILD_ID:21 | STATUS:SUCCESS | DURATION:36s
2024-03-01 00:22:00 | BUILD_ID:22 | STATUS:SUCCESS | DURATION:29s
2024-03-01 00:23:00 | BUILD_ID:23 | STATUS:SUCCESS | DURATION:8s
2024-03-01 00:24:00 | BUILD_ID:24 | STATUS:SUCCESS | DURATION:23s
2024-03-01 00:25:00 | BUILD_ID:25 | STATUS:SUCCESS | DURATION:50s
2024-03-01 00:26:00 | BUILD_ID:26 | STATUS:SUCCESS | DURATION:41s
2024-03-01 00:27:00 | BUILD_ID:27 | STATUS:FAIL | CODE:ERROR_FILE_NOT_FOUND
2024-03-01 00:28:00 | BUILD_ID:28 | STATUS:FAIL | CODE:ERROR_FILE_NOT_FOUND
2024-03-01 00:29:00 | BUILD_ID:29 | STATUS:SUCCESS | DURATION:2s
2024-03-01 00:30:00 | BUILD_ID:30 | STATUS:SUCCESS | DURATION:22s
2024-03-01 00:31:00 | BUILD_ID:31 | STATUS:SUCCESS | DURATION:36s
2024-03-01 00:32:00 | BUILD_ID:32 | STATUS:FAIL | CODE:ERROR_PERMISSION_DENIED
2024-03-01 00:33:00 | BUILD_ID:33 | STATUS:SUCCESS | DURATION:11s
2024-03-01 00:34:00 | BUILD_ID:34 | STATUS:SUCCESS | DURATION:6s
2024-03-01 00:35:00 | BUILD_ID:35 | STATUS:FAIL | CODE:ERROR_FILE_NOT_FOUND
2024-03-01 00:36:00 | BUILD_ID:36 | STATUS:SUCCESS | DURATION:30s
2024-03-01 00:37:00 | BUILD_ID:37 | STATUS:SUCCESS | DURATION:56s
2024-03-01 00:38:00 | BUILD_ID:38 | STATUS:SUCCESS | DURATION:39s
2024-03-01 00:39:00 | BUILD_ID:39 | STATUS:FAIL | CODE:ERROR_PERMISSION_DENIED
2024-03-01 00:40:00 | BUILD_ID:40 | STATUS:SUCCESS | DURATION:11s
2024-03-01 00:41:00 | BUILD_ID:41 | STATUS:FAIL | CODE:ERROR_PERMISSION_DENIED
2024-03-01 00:42:00 | BUILD_ID:42 | STATUS:FAIL | CODE:ERROR_FILE_NOT_FOUND
2024-03-01 00:43:00 | BUILD_ID:43 | STATUS:SUCCESS | DURATION:3s
2024-03-01 00:44:00 | BUILD_ID:44 | STATUS:SUCCESS | DURATION:30s
2024-03-01 00:45:00 | BUILD_ID:45 | STATUS:SUCCESS | DURATION:55s
2024-03-01 00:46:00 | BUILD_ID:46 | STATUS:SUCCESS | DURATION:17s
2024-03-01 00:47:00 | BUILD_ID:47 | STATUS:SUCCESS | DURATION:14s
2024-03-01 00:48:00 | BUILD_ID:48 | STATUS:SUCCESS | DURATION:23s
2024-03-01 00:49:00 | BUILD_ID:49 | STATUS:SUCCESS | DURATION:59s
2024-03-01 00:50:00 | BUILD_ID:50 | STATUS:FAIL | CODE:ERROR_PERMISSION_DENIED
2024-03-01 00:51:00 | BUILD_ID:51 | STATUS:SUCCESS | DURATION:13s
2024-03-01 00:52:00 | BUILD_ID:52 | STATUS:FAIL | CODE:ERROR_FILE_NOT_FOUND
2024-03-01 00:53:00 | BUILD_ID:53 | STATUS:SUCCESS | DURATION:48s
2024-03-01 00:54:00 | BUILD_ID:54 | STATUS:SUCCESS | DURATION:55s
2024-03-01 00:55:00 | BUILD_ID:55 | STATUS:SUCCESS | DURATION:49s
2024-03-01 00:56:00 | BUILD_ID:56 | STATUS:FAIL | CODE:ERROR_FILE_NOT_FOUND
2024-03-01 00:57:00 | BUILD_ID:57 | STATUS:SUCCESS | DURATION:3s
2024-03-01 00:58:00 | BUILD_ID:58 | STATUS:SUCCESS | DURATION:39s
2024-03-01 00:59:00 | BUILD_ID:59 | STATUS:SUCCESS | DURATION:28s
2024-03-01 01:00:00 | BUILD_ID:60 | STATUS:SUCCESS | DURATION:60s
2024-03-01 01:01:00 | BUILD_ID:61 | STATUS:FAIL | CODE:ERROR_FILE_NOT_FOUND
2024-03-01 01:02:00 | BUILD_ID:62 | STATUS:SUCCESS | DURATION:33s
2024-03-01 01:03:00 | BUILD_ID:63 | STATUS:SUCCESS | DURATION:40s
2024-03-01 01:04:00 | BUILD_ID:64 | STATUS:FAIL | CODE:ERROR_PERMISSION_DENIED
2024-03-01 01:05:00 | BUILD_ID:65 | STATUS:SUCCESS | DURATION:1s
2024-03-01 01:06:00 | BUILD_ID:66 | STATUS:SUCCESS | DURATION:54s
2024-03-01 01:07:00 | BUILD_ID:67 | STATUS:SUCCESS | DURATION:12s
2024-03-01 01:08:00 | BUILD_ID:68 | STATUS:SUCCESS | DURATION:14s
2024-03-01 01:09:00 | BUILD_ID:69 | STATUS:SUCCESS | DURATION:21s
2024-03-01 01:10:00 | BUILD_ID:70 | STATUS:SUCCESS | DURATION:48s
2024-03-01 01:11:00 | BUILD_ID:71 | STATUS:SUCCESS | DURATION:30s
2024-03-01 01:12:00 | BUILD_ID:72 | STATUS:SUCCESS | DURATION:49s
2024-03-01 01:13:00 | BUILD_ID:73 | STATUS:SUCCESS | DURATION:2s
2024-03-01 01:14:00 | BUILD_ID:74 | STATUS:SUCCESS | DURATION:55s
2024-03-01 01:15:00 | BUILD_ID:75 | STATUS:SUCCESS | DURATION:21s
2024-03-01 01:16:00 | BUILD_ID:76 | STATUS:FAIL | CODE:ERROR_PERMISSION_DENIED
2024-03-01 01:17:00 | BUILD_ID:77 | STATUS:SUCCESS | DURATION:6s
2024-03-01 01:18:00 | BUILD_ID:78 | STATUS:SUCCESS | DURATION:12s
2024-03-01 01:19:00 | BUILD_ID:79 | STATUS:SUCCESS | DURATION:18s
2024-03-01 01:20:00 | BUILD_ID:80 | STATUS:SUCCESS | DURATION:9s
2024-03-01 01:21:00 | BUILD_ID:81 | STATUS:FAIL | CODE:ERROR_FILE_NOT_FOUND
2024-03-01 01:22:00 | BUILD_ID:82 | STATUS:SUCCESS | DURATION:35s
2024-03-01 01:23:00 | BUILD_ID:83 | STATUS:SUCCESS | DURATION:36s
2024-03-01 01:24:00 | BUILD_ID:84 | STATUS:SUCCESS | DURATION:26s
2024-03-01 01:25:00 | BUILD_ID:85 | STATUS:FAIL | CODE:ERROR_FILE_NOT_FOUND
2024-03-01 01:26:00 | BUILD_ID:86 | STATUS:SUCCESS | DURATION:21s
2024-03-01 01:27:00 | BUILD_ID:87 | STATUS:FAIL | CODE:ERROR_PERMISSION_DENIED
2024-03-01 01:28:00 | BUILD_ID:88 | STATUS:SUCCESS | DURATION:19s
2024-03-01 01:29:00 | BUILD_ID:89 | STATUS:SUCCESS | DURATION:13s
2024-03-01 01:30:00 | BUILD_ID:90 | STATUS:SUCCESS | DURATION:18s
2024-03-01 01:31:00 | BUILD_ID:91 | STATUS:FAIL | CODE:ERROR_PERMISSION_DENIED
2024-03-01 01:32:00 | BUILD_ID:92 | STATUS:SUCCESS | DURATION:51s
